id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
820929836029847684,Ljuvlig lägenhet vid Skanstull,388794988,Björn,,Södermalms,59.30272809163903,18.081182949791263,Entire home/apt,,3,1,2023-04-09,0.05,1,0,0,
821053742580512764,Amazing flat in Vasastan close to Odenplan,1464352,Johanna,,Norrmalms,59.348035927417186,18.044510923566534,Entire home/apt,,5,6,2024-07-30,0.34,1,0,4,
821063402188093676,Trevligt radhus i Farsta,72547809,Martin,,Farsta,59.23733584565068,18.109287506870114,Entire home/apt,1500,28,32,2024-10-27,1.58,1,61,21,
821436325653881547,Brand new stylish apartment,220860397,Sofia,,Kungsholmens,59.334863128999814,18.024998242343592,Entire home/apt,1800,3,45,2024-10-13,1.98,24,57,11,
821807161361340553,Cozy Apt in Central Stockholm,60382478,Elias,,Södermalms,59.31315,18.07711,Entire home/apt,934,3,100,2024-12-17,4.46,38,346,55,
821816432500694504,"Cozy flat w/ balcony, bathtub, and fireplace",17809261,Martin,,Södermalms,59.3170662,18.0756352,Entire home/apt,,1,27,2024-08-21,1.23,1,0,17,
822129286053188824,*Stylish Flat w. Balcony in lovely Kungsholmen*,51002540,Fredrik,,Kungsholmens,59.33574,18.02568,Entire home/apt,1325,1,95,2024-12-23,4.14,20,6,51,
822174883175521038,Modern Studio 20 sqm including breakfast,428239101,Unity,,Södermalms,59.30269519437069,18.094130575247167,Private room,1191,1,58,2024-11-11,2.56,4,337,8,
823089918745673844,Familjevänlig och modern lägenhet Kungsholmen,83715334,Amanda,,Kungsholmens,59.33135131742662,18.015119167263865,Entire home/apt,,3,8,2024-05-20,0.37,1,1,3,
823213827989738794,Familjeboende nära stan,43959551,Niklas,,Södermalms,59.3041747,18.099544,Entire home/apt,1443,10,1,2024-07-11,0.17,1,91,1,
823547886403769582,Luxury apartment - Old Town,68822802,Yuliya,,Södermalms,59.32594357030074,18.069364132505736,Entire home/apt,3000,6,0,,,1,35,0,
823630649540173149,Tyst och exklusiv lägenhet!,499840738,Rikard,,Östermalms,59.33356,18.08506,Entire home/apt,,7,0,,,1,89,0,
823730269867374665,Ljuvlig och lugn 3:a utan insyn.,34114217,Louise,,Bromma,59.335685566368966,17.94251973854149,Entire home/apt,1350,1,2,2024-08-31,0.47,1,169,2,
823990533160992597,Amazing apt in central Södermalm,14232228,Aina,,Södermalms,59.31555654357326,18.066385103655257,Entire home/apt,1786,4,13,2024-11-30,0.65,1,87,10,
824354038398343586,Cosy & beautiful 2-room flat,161411549,Leo,,Södermalms,59.31507,18.05616,Entire home/apt,1550,4,0,,,1,275,0,
825105941608669871,Perfect city living for families,46372654,Hannah,,Södermalms,59.3083007484634,18.079426817961213,Entire home/apt,,5,6,2024-07-31,0.28,1,0,1,
825763625660869250,Gästhuset,500855142,Arvin,,Hägersten-Liljeholmens,59.30458,17.97034,Entire home/apt,900,2,88,2024-12-18,4.41,1,145,46,
825963301406367568,"Villa i Stockholm, Traneberg",360818169,Patrick,,Bromma,59.33623699999999,17.9713691,Entire home/apt,1200,7,1,2023-07-18,0.06,3,334,0,
825983115454553546,Room2stay,6839482,Göran,,Norrmalms,59.34467964870027,18.032351538656364,Private room,800,1,46,2024-09-28,2.04,1,353,10,
826201900527590906,"One bedroom apartment, in trendy Södermalm",1027549,William,,Södermalms,59.31256876613536,18.0763005852206,Entire home/apt,1050,1,87,2024-12-22,4.33,18,358,53,
827136950621931813,32,449722662,Melyse,,Hässelby-Vällingby,59.361618358981424,17.842025533318516,Private room,552,1,0,,,1,365,0,
827938983593993593,Unikt och charmigt radhus,1970845,David,,Enskede-Årsta-Vantörs,59.28237,18.08107,Entire home/apt,3899,3,5,2024-08-20,0.26,1,362,2,
828094473772737007,Historically protected duplex,5414900,Gina,,Södermalms,59.3159792,18.076814,Entire home/apt,2200,3,14,2024-09-01,0.66,1,364,3,
828265308835183704,Haga Apartment 1,87213998,Ovidiu Laurentiu,,Norrmalms,59.3489488,18.0392592,Entire home/apt,1200,2,12,2024-12-03,0.54,1,291,6,
828682054880392164,Nyrenoverad 3a mitt på Södermalm,93408688,Amanda,,Södermalms,59.3168121,18.0553918,Entire home/apt,2299,14,2,2024-07-26,0.12,1,182,1,
828841920353056128,Privatrum (samt del av lgnhet),84180744,Sofie,,Kungsholmens,59.33556752451701,18.028871108295498,Private room,900,4,1,2024-05-19,0.13,2,87,1,
828960841580942364,"Sunny ROOM i Stockholm. Coffee, tea for free",501520157,Andris,,Rinkeby-Tensta,59.41774155093094,17.907323063603116,Private room,370,2,12,2024-12-18,0.67,2,12,11,
829795531979208725,Fräsch lägenhet med promenadavstånd till Södermalm,57770820,Ingrid,,Södermalms,59.301656823441164,18.09624309850563,Entire home/apt,2100,7,7,2024-08-17,0.39,1,128,4,
830086433797925872,Villa i centrala Stockholm,19151897,Martin,,Kungsholmens,59.32102,17.9951,Entire home/apt,5999,1,7,2024-08-05,0.38,1,267,5,
830111906848378482,Haga Staden Flat,206697530,Monica,,Norrmalms,59.3487318,18.0395123,Entire home/apt,1250,3,2,2023-07-05,0.10,1,322,0,
830321296053671076,"Stor villa i Bromma, nära city o bad.",310718593,Sofia,,Bromma,59.32178,17.97047,Entire home/apt,4490,3,2,2024-05-19,0.11,1,363,1,
830513328167737001,Mysig etagelägenhet vid skog,23667755,Jenina,,Älvsjö,59.27249750000001,17.9886871,Entire home/apt,949,7,5,2024-08-03,0.28,1,160,2,
830941544534221907,Charming upper Ostermalm,328638350,Christina,,Östermalms,59.33979771495317,18.0840868252238,Entire home/apt,,7,0,,,1,0,0,
830996097591731767,"Lägenhet, Östermalm med stor balkong",361058795,Andreas,,Östermalms,59.34638,18.08452,Entire home/apt,1807,4,8,2024-08-02,0.46,1,84,4,
831027648924797470,Modern Studio Apartment 27 sqm including breakfast,428239101,Unity,,Södermalms,59.3027357,18.0941476,Private room,1521,1,2,2023-08-13,0.12,4,337,0,
831584124107370511,"Drömvilla. Sjöutsikt, bad, Drottningholms slott.",46310656,Martin,,Bromma,59.33846715465214,17.89299881452219,Entire home/apt,3725,2,3,2024-08-04,0.17,1,169,2,
831598395594043717,Unique house right by the lake,265847688,Börje,,Kungsholmens,59.31746589999999,17.9878505,Entire home/apt,3000,3,10,2023-07-29,0.48,2,120,0,
831618516766175969,Hus i villaidyll 15 min fr city,183539860,Gabriela,,Hägersten-Liljeholmens,59.29537,17.94934,Entire home/apt,,4,9,2024-07-20,0.49,1,0,4,
833760576332700810,Queen Studio Apartment with Sofa Bed,362541894,ApartDirect,,Södermalms,59.30153019999999,18.1062014,Entire home/apt,892,2,335,2024-12-24,15.04,22,362,199,
833959661605616719,Rum i central lägenhet Stockholm,502599370,Olga,,Östermalms,59.34483,18.10864,Private room,,1,27,2023-09-24,1.22,1,0,0,
834502545251553223,Bright apartment in city center,15604947,Pauline,,Norrmalms,59.337417,18.0661849,Entire home/apt,1114,6,3,2024-08-08,0.17,1,14,2,
834708358780779182,Bryggan Ålsten,464832450,Johan,,Bromma,59.31879232869736,17.946435398672257,Entire home/apt,8995,3,6,2024-08-04,0.32,1,256,5,
835342877754960147,Stor villa vid fotbollsplan,36378608,Lea & Magni,,Hässelby-Vällingby,59.3721807,17.8303606,Entire home/apt,3000,3,0,,,1,365,0,
835958642399278345,Centralt boende i Stockholm,503014042,Jessica,,Hägersten-Liljeholmens,59.30446180000001,18.0007597,Entire home/apt,,1,1,2023-04-16,0.05,1,0,0,
836058285620772135,Mysigt hus med centralt läge,61927179,Roberth,,Bromma,59.329571684419115,17.947048503712168,Entire home/apt,2600,5,0,,,1,220,0,
837674800835248731,Room at the heart of Stockholm,417453163,Carwan,,Spånga-Tensta,59.36216859894768,17.910418737173117,Entire home/apt,710,1,0,,,1,332,0,
837987653768586095,Town house,113268372,Karin Malena,,Hässelby-Vällingby,59.35432510093122,17.884297234602812,Entire home/apt,2657,2,17,2024-08-22,0.95,1,106,10,
838222525129982691,*Fancy Scandinavian Design Apt in Kungsholmen*,135323554,Hans Olof,,Kungsholmens,59.3304089992084,17.998702456597083,Entire home/apt,1084,1,80,2024-12-15,3.64,43,156,50,
838501856100303684,Centralt läge med närhet till bad.,503581298,Monika,,Kungsholmens,59.33904299999999,18.0049611,Entire home/apt,6500,4,7,2024-05-20,0.36,1,28,1,
838738831919432185,A cozy flat in a hip area.,30460761,Petra,,Södermalms,59.3160164,18.0298135,Entire home/apt,,7,2,2023-06-11,0.09,1,0,0,
838875785905252652,Topp lägenhet,22442001,Denny,,Enskede-Årsta-Vantörs,59.28154989562533,18.084286004304886,Entire home/apt,2500,2,3,2024-09-15,0.14,2,94,1,
839774089130141064,Fully furnished room 15 sqm,503812551,Mami,,Farsta,59.2393485921106,18.09684089996104,Private room,677,5,0,,,1,180,0,
839958804362144641,Stylish and spacious family home,220860397,Sofia,,Rinkeby-Tensta,59.412846962602536,17.939629923278794,Entire home/apt,1886,3,69,2024-12-09,3.15,24,133,31,
840271555449562991,Lilla E,65620858,Cecilia,,Kungsholmens,59.32276,18.00696,Entire home/apt,,1,3,2023-07-29,0.17,1,0,0,
840276060224011780,Dreamhouse in Gamla Enskede,82347821,Elin,,Enskede-Årsta-Vantörs,59.283642870165856,18.080215081572533,Entire home/apt,3500,2,4,2024-05-20,0.22,1,354,1,
840408600351729349,Egen lägenhet / Hägerstensvägen Aspudden,97356698,Moa,,Hägersten-Liljeholmens,59.30472383601015,18.007213493075625,Entire home/apt,1800,5,0,,,1,90,0,
840955885808350192,Familjevänlig villa i Solhem.,125559332,Mette,,Spånga-Tensta,59.38044,17.87695,Entire home/apt,,3,5,2024-08-16,0.27,1,1,4,
841124542193432281,Spacious and bright apartment!,70096851,Kristian,,Hägersten-Liljeholmens,59.29496,17.98062,Entire home/apt,1760,5,1,2023-06-21,0.05,1,89,0,
841270207925614167,Twin Room - No Window @ Stockholm Hostel,259019701,Marius,,Kungsholmens,59.334973360819696,18.03206233866641,Private room,,1,56,2024-12-02,2.96,21,350,37,
841807341571577423,Elegant våning på toppläge i Stockholm,3430273,Helena,,Kungsholmens,59.32791,18.0444,Entire home/apt,5000,5,6,2024-12-27,0.33,1,65,3,
841896384937481319,Classic Single Room @ Stockholm Hostel,259019701,Marius,,Kungsholmens,59.33636,18.03137,Private room,817,1,5,2024-08-26,0.23,21,309,2,
841928075231917912,Private room central Stockholm,243353466,Rosa Aina,,Södermalms,59.30279,18.0948,Private room,798,2,3,2024-09-01,0.14,1,90,1,
841937545824012430,Cosy room in apartment,62884716,Pernilla,,Södermalms,59.30777,18.10902,Private room,,1,1,2023-05-04,0.05,10,365,0,
841986320221623870,Pärla på Östermalm,498029010,Sofia,,Östermalms,59.34207231943873,18.084722180737586,Entire home/apt,1700,3,4,2024-05-12,0.20,1,171,1,
842050034749135057,Ljus lägenhet med optimalt läge,84849492,André,,Södermalms,59.31147,18.07108,Entire home/apt,,2,8,2023-08-10,0.43,1,0,0,
842566152507692239,Wonderful apartment with view of waterfront,501170996,Moa,,Kungsholmens,59.33874,18.0235,Entire home/apt,1513,7,64,2024-12-21,2.96,3,134,36,
843140793921611968,Cozy studio apartment,504557444,Per,,Södermalms,59.31309251882092,18.077081590890884,Entire home/apt,2200,1,51,2024-12-08,2.63,1,168,26,
843144509040278446,Hus nära city med härlig altan i solläge,109692129,Carolina,,Älvsjö,59.2740601,17.9665798,Entire home/apt,1900,6,2,2023-07-18,0.11,1,307,0,
843223852012196989,Cozy flat in the heart of SOHO.,271346174,StayPlus,,Södermalms,59.3130559,18.078561,Entire home/apt,664,14,19,2024-12-22,0.91,69,271,11,
843255788346620086,"Renovated, styled, sun all day",53915301,William,,Södermalms,59.31642255230462,18.087439376057443,Entire home/apt,2221,3,10,2024-07-27,0.50,1,178,4,
843547258388024626,Boende nära Stockholmsmässan,115028723,Emelie,,Enskede-Årsta-Vantörs,59.27079,18.02251,Entire home/apt,924,3,64,2024-12-09,2.94,1,202,22,
843935957695554352,"Beautiful apartment by the park, w balcony",16298631,Athena,,Östermalms,59.33845,18.07694,Entire home/apt,1500,2,21,2024-09-24,1.00,1,28,11,
843991569808975902,Villaidyll mitt i Mälarhöjden,213388518,Ikaros,,Hägersten-Liljeholmens,59.29467,17.95124,Entire home/apt,2518,3,3,2024-08-01,0.17,1,119,1,
845369374743174017,Bohemian Sofo studio,17170312,Malin,,Södermalms,59.311931534642795,18.079723980262546,Entire home/apt,,4,14,2024-09-13,0.80,1,0,11,
845649796027302271,Familjevänligt med perfekt läge,10067365,Johan,,Södermalms,59.31228559627734,18.09755170164038,Entire home/apt,,7,3,2024-06-28,0.17,1,0,1,
846182185671155032,Rum i radhus,109997126,Thea,,Farsta,59.249528032473485,18.082962334156036,Private room,,2,2,2023-06-21,0.10,1,0,0,
846186220489247426,Enskede,15650520,Tony,,Enskede-Årsta-Vantörs,59.28324,18.06661,Entire home/apt,750,3,25,2024-12-28,2.73,1,232,25,
846255436049447812,"Room in central Södermalm, central Stockholm.",88128643,Louisa,,Södermalms,59.308982029792425,18.068072195859305,Private room,690,2,33,2024-09-29,1.55,1,88,19,
846962922671124258,Great studio on Telefonplan,271346174,StayPlus,,Hägersten-Liljeholmens,59.2989731,17.9970139,Entire home/apt,360,3,27,2024-11-01,1.35,69,261,15,
847834531466095442,"Private Room Without Window,",505546069,Lukas,,Södermalms,59.31667,18.07279,Private room,597,1,80,2024-12-15,3.72,1,30,58,
848232295379102730,Feel the heart of Stockholm,374684303,Allan,,Älvsjö,59.26856119999999,17.9764757,Private room,600,1,0,,,1,365,0,
849106182919084385,Modern apartment in the central city of Stockholm,276523335,Agnes,,Norrmalms,59.3439517,18.057352,Entire home/apt,3887,4,89,2024-12-26,4.36,4,272,53,
849174540413916996,Superior Studio Double,362541894,ApartDirect,,Södermalms,59.30153019999999,18.1062014,Entire home/apt,1011,1,165,2024-12-27,8.87,22,364,103,
849217456972557632,3 Bedroom Apartment,362541894,ApartDirect,,Södermalms,59.3249171,18.0684549,Entire home/apt,3164,2,70,2024-12-25,3.46,22,253,50,
849643925074563128,Unique room in Central Stockholm,152553449,Shakia,,Kungsholmens,59.33116118675058,18.046786282256818,Private room,1586,1,27,2024-12-07,1.64,2,53,23,
849692813278413108,Mysigt radhus nära vattnet,6718791,Emma,,Farsta,59.23299,18.09344,Entire home/apt,1950,5,3,2023-08-06,0.17,1,17,0,
849794622700979863,Sleek Urban Retreat,40407978,Gabriel,,Östermalms,59.34321639313816,18.111552036400653,Entire home/apt,2000,5,16,2024-08-25,0.80,1,179,7,
850493265522421995,Perfekt 2:a med magisk utsikt,86990601,Yongan,,Hägersten-Liljeholmens,59.3057823,18.0362755,Entire home/apt,,3,7,2023-07-28,0.34,1,0,0,
850616550882018909,"Island flat in centre of Stockholm, Stora Essingen",7000480,Ahmet,,Kungsholmens,59.31939872674981,17.988667539478524,Entire home/apt,,5,1,2024-07-07,0.17,1,0,1,
850767984319282663,Cozy and light apartment close to city and nature.,4334385,Fero,,Skarpnäcks,59.2987937,18.0893702,Entire home/apt,,5,0,,,1,0,0,
851330695284023086,Spacious studio at Telefonplan,271346174,StayPlus,,Hägersten-Liljeholmens,59.2987368,17.9971258,Entire home/apt,830,3,47,2024-12-11,2.23,69,241,29,
851507671461140506,Villekulla- house on a hill,34989734,Katja,,Enskede-Årsta-Vantörs,59.278322368568965,18.034923769679718,Entire home/apt,,1,3,2024-09-08,0.14,3,0,2,
852147084715908328,Spacious house close to nature and Stockholm City.,17122874,Yasmine,,Enskede-Årsta-Vantörs,59.27852,18.0389,Entire home/apt,2200,3,10,2024-08-11,0.53,1,194,6,
852710886470705720,Family friendly apartment,401356041,Malin,,Norrmalms,59.34435084290486,18.03331196308136,Entire home/apt,,14,0,,,1,0,0,
853373005562829815,"Fin tvåa vid Nytorget, Södermalm",204483639,Inez,,Södermalms,59.31108,18.07873,Entire home/apt,1500,30,0,,,1,30,0,
853928840097304574,"Modern 1 bedroom ,best location",149996771,O,,Östermalms,59.3437930898775,18.083592052252776,Entire home/apt,,3,0,,,1,0,0,
854795276861599754,Fint parhus i villaidyll,40870046,Marlene,,Älvsjö,59.2775373559168,17.960956488360587,Entire home/apt,,3,6,2024-07-25,0.34,2,0,2,
854992653434741126,Rymlig villa i Mälarhöjden,35402176,Martin,,Hägersten-Liljeholmens,59.297720088684414,17.960652672443555,Entire home/apt,,6,3,2023-08-12,0.17,1,0,0,
855562494769624114,Fantastiskt hus med pool nära city,507107232,Jonas,,Älvsjö,59.281534191441196,18.033462639198895,Entire home/apt,4700,4,21,2024-08-28,1.12,1,87,11,
855655963452734428,Radhus nära natur och city!,16103448,Helena,,Skarpnäcks,59.2917423,18.1116498,Entire home/apt,3000,4,12,2024-08-09,0.66,1,166,6,
856541168925833838,SoFo apartment near Nytorget,13841563,Thomas,,Södermalms,59.31458,18.08495,Entire home/apt,2889,2,10,2024-08-15,0.53,1,5,6,
857170901712752341,Underbart boende vid vattnet,122883893,Sandra,,Hässelby-Vällingby,59.3582357,17.8345438,Entire home/apt,,1,4,2024-07-19,0.22,1,0,1,
857283451869597188,Minimalist Chic 2-Bedroom,4386635,Ozan,,Södermalms,59.31489,18.06196,Entire home/apt,,24,0,,,1,0,0,
857724383425379442,Private room and shared bathroom.,54697123,Justin,,Rinkeby-Tensta,59.38505195291507,17.935561019593333,Private room,,1,0,,,1,0,0,
857847835514919952,Newly renovated & calm guest apartment 2 bedrooms,91529575,Elvira,,Farsta,59.23741607724035,18.090967033163153,Entire home/apt,,3,52,2024-08-31,2.50,1,0,21,
857898089698018007,Cozy apartment in a trendy area,68675054,Oxana,,Hägersten-Liljeholmens,59.299572869019094,18.002256371781126,Entire home/apt,864,2,23,2024-12-18,2.33,1,69,23,
858562012736669113,"Cosy & central apartment, 5 min from Södermalm",18301950,Neaz,,Hägersten-Liljeholmens,59.3027927,18.008188,Entire home/apt,1400,4,12,2024-08-11,0.63,1,213,7,
858702513277578713,Fresh and cosy apartment in the center of the city,221686664,Igor,,Hägersten-Liljeholmens,59.2981749,18.0049208,Entire home/apt,2429,2,47,2024-10-04,2.34,2,8,21,
858714791827821236,Home away,424262120,Johan,,Bromma,59.34967291123494,17.883739233508514,Entire home/apt,,1,0,,,1,0,0,
859051856833980502,Mysigt rum i lägenhet,174061275,Linda,,Farsta,59.23849759999999,18.0944487,Private room,500,2,15,2024-05-20,0.71,1,178,2,
859301655770861259,Beautiful 2 floor apartment in Stockholm city,276523335,Agnes,,Norrmalms,59.3430641,18.0616736,Entire home/apt,1158,30,15,2024-11-21,0.78,4,15,11,
859434600171029783,Sjönära Bromma villa,507947812,Gabriella,,Bromma,59.34626,17.91479,Entire home/apt,2500,5,1,2024-07-30,0.19,1,364,1,
859916942118986547,Central Stockholmsvilla med pool,416683855,Daniel,,Bromma,59.33535257357103,17.955883964896202,Entire home/apt,5000,5,1,2023-08-04,0.06,1,295,0,
859957312519144530,"Attraktivt boende & arbetsstudio, mitt i city",382524753,Fredrika,,Södermalms,59.31829487546457,18.0688790397644,Entire home/apt,1657,3,5,2024-08-23,0.26,1,87,2,
860758112200380099,Apartment in Stockholm,225619019,Hanna,,Östermalms,59.353729640247536,18.059549885633857,Entire home/apt,927,1,10,2024-11-04,1.42,1,361,10,
860794275949766516,Studio apartment near Odenplan,156023497,William,,Norrmalms,59.34523687235076,18.057088317672633,Entire home/apt,,30,13,2023-09-22,0.64,2,0,0,
860885541720560646,Barnvänlig lägenhet med stor balkong!,35528601,Anna,,Hägersten-Liljeholmens,59.30429,17.98992,Entire home/apt,,4,14,2024-08-12,0.74,1,0,6,
861218255946061170,Boende i Spånga/Bromsten,11602066,Ggk,,Spånga-Tensta,59.3801984,17.919222,Entire home/apt,2000,3,1,2024-05-21,0.13,2,362,1,
861242169759613196,Grey House on the hill,246604939,Timothy,,Hässelby-Vällingby,59.374845961826516,17.822626711937353,Entire home/apt,,3,3,2023-08-11,0.17,1,0,0,
861383289325187312,Rofyllda drömmar mitt på gågatan,61572823,Josefin Sofia Isabelle,,Södermalms,59.31756249999999,18.0721924,Private room,1068,1,33,2024-12-06,1.62,1,361,21,
861670606833156608,South Stockholm 2 room apartment,403285407,Mattias,,Enskede-Årsta-Vantörs,59.2666801414477,18.04337495463104,Entire home/apt,,2,2,2023-08-29,0.11,1,0,0,
862053751171343360,Private cozy room in Central Stockholm,508476350,Csaba,,Norrmalms,59.3426592,18.0306813,Private room,,90,13,2024-06-26,0.69,2,0,2,
862062389484100520,Vattenkanten,357389043,Lucas,,Bromma,59.33138,17.90929,Entire home/apt,650,1,2,2024-06-13,0.27,1,177,2,
862199632288917830,A colorful gem in the clouds!,101403655,Clara,,Södermalms,59.309577575044706,18.08851734059098,Entire home/apt,,3,0,,,1,0,0,
862862271747949675,Mysig lägenhet nära city och stränder!,52232796,Célestine,,Skarpnäcks,59.26610902683279,18.134204082364903,Entire home/apt,1500,4,10,2024-08-03,0.54,1,98,4,
863053448178402128,Bagarmossen,188866590,Elyess,,Skarpnäcks,59.28004,18.13595,Entire home/apt,800,1,0,,,1,365,0,
863544173764898016,Bright and modern apartment on Kungsholmen,476635035,Alicia,,Kungsholmens,59.3312024,18.0484416,Entire home/apt,2887,3,81,2024-12-26,3.89,7,302,42,
863586832814089025,Cozy Condominium in the heart of city,435318750,Salih,,Södermalms,59.310929765401,18.070007264614105,Entire home/apt,,1,1,2023-07-11,0.06,1,0,0,
863741965829593816,Fantastisk Lägenhet i Stockholm Södermalm,508852647,Angel,,Södermalms,59.31166979500255,18.0949837783159,Entire home/apt,1396,13,1,2023-05-18,0.05,1,362,0,
864179604129313669,"Hornstull apt w/ balcony, piano and city view",32771628,Martin,,Södermalms,59.3170810217158,18.0281267217852,Entire home/apt,,3,4,2024-06-28,0.27,1,0,2,
864346395044552978,Vincent palace,67146474,Amit,,Skärholmens,59.28749,17.92418,Entire home/apt,,1,0,,,1,365,0,
865081329995920735,Central apartment in trendy Södermalm,81614658,Armin,,Södermalms,59.31489165673753,18.077414520084858,Entire home/apt,2500,3,5,2024-10-21,1.23,1,129,5,
865783273992380000,Lägenhet på Kungsholmen,221574805,Ida,,Kungsholmens,59.33278,18.03788,Entire home/apt,1350,5,15,2024-10-20,0.83,1,12,7,
865909258727801296,Bromma,509267716,Jimmie,,Bromma,59.34197131323715,17.934569120407104,Entire home/apt,996,2,0,,,1,364,0,
865913110509340595,Three Room Apartment in Central Stockholm,508476350,Csaba,,Norrmalms,59.34338,18.03138,Private room,1300,183,12,2023-07-14,0.63,2,365,0,
865963682901750009,Ljust och charmigt townhouse!,297943998,Martin,,Enskede-Årsta-Vantörs,59.279216662993136,18.06099135428667,Entire home/apt,,3,0,,,1,0,0,
866578230962747287,Unik lägenhet högst upp 2 balkonger,403053801,Johan,,Södermalms,59.31660909943427,18.081567376721193,Entire home/apt,2500,2,3,2024-07-24,0.17,1,176,2,
867275683907541177,"Källarlägenhet i Stortorp, egen ingång.",72647904,Malin,,Farsta,59.237221282196494,18.12241264978498,Entire home/apt,511,3,49,2024-12-25,2.47,1,257,20,
867279818368462177,"Charmigt, lugnt boende i Bromma",420027401,Jennie,,Bromma,59.33829300000001,17.9628353,Entire home/apt,800,1,0,,,1,262,0,
867319857012375160,Vacker 2:a på Nytorget,46129725,Stefan,,Södermalms,59.3127858,18.0810778,Entire home/apt,,5,5,2023-06-24,0.25,1,0,0,
867761769111674496,Apartment in Kista Stockholm,465046893,Thomas,,Rinkeby-Tensta,59.41343413688096,17.937927479586143,Entire home/apt,489,1,13,2024-09-29,0.64,6,340,12,
868128617629260128,Etta UTAN KÖK men med eget badrum och egen ingång,44824109,Marzieh,,Rinkeby-Tensta,59.4018906071818,17.943396266949726,Entire home/apt,450,1,30,2024-11-02,1.49,1,180,15,
868134865176162650,Funkis trea i mysig i söderort,509760940,Sofia,,Enskede-Årsta-Vantörs,59.2741128,18.0517355,Entire home/apt,1300,2,3,2023-08-22,0.16,1,358,0,
868136650141710608,Central Stockholm Boutique,10658836,Berferati,,Södermalms,59.31733,18.07425,Entire home/apt,5392,3,11,2024-10-18,0.81,2,362,10,
868562920087330289,Unique apartment on Djurgården.,454561608,Niklas,,Östermalms,59.32203,18.10055,Entire home/apt,,5,4,2024-08-06,0.24,1,0,3,
868610058402749244,Private Room In Central Sthlm,395497060,Alexander,,Norrmalms,59.34638,18.05639,Private room,580,2,23,2024-12-08,1.15,1,65,13,
868759368232780555,Apartment Garbo,22442001,Denny,,Enskede-Årsta-Vantörs,59.28148869999999,18.0844363,Entire home/apt,2103,2,7,2024-12-01,0.37,2,89,3,
868910842005884150,Boende nära det mesta,36922652,Lydia,,Enskede-Årsta-Vantörs,59.29742703210568,18.06585860292142,Entire home/apt,1400,1,0,,,1,263,0,
869574054005699519,Gärdeslyan,354918248,Amy,,Östermalms,59.3480555347887,18.102437360018705,Entire home/apt,,5,11,2024-06-21,0.54,1,0,6,
870146818483071037,City Center with Stunning Views,184386347,Vardan,,Norrmalms,59.34599829999999,18.056812,Entire home/apt,1762,3,0,,,1,267,0,
870373703498140741,"Lovely townhouse, perfect for families with kids",72336169,Erik,,Bromma,59.36212155515821,17.899867515731522,Entire home/apt,1750,5,0,,,1,31,0,
871013615226153846,Lägenhet med 2 rum i Bromma.,190438876,Maria,,Bromma,59.34795136556569,17.887035347521305,Entire home/apt,1200,2,1,2024-08-28,0.24,1,363,1,
871048659841545767,Charmigt parhus,333191869,Johanna,,Enskede-Årsta-Vantörs,59.26710159661906,18.034354336559772,Entire home/apt,,5,9,2024-08-03,0.50,1,4,4,
871473536581648217,Lägenhet med uteplats!,13787213,Anton,,Södermalms,59.312619,18.062662,Entire home/apt,4100,2,20,2024-07-30,1.12,1,187,11,
871732179150239834,Smakfullt på Södermalm,432867096,Agneta,,Södermalms,59.31886,18.05583,Entire home/apt,,3,9,2023-08-21,0.48,1,0,0,
872106710374508537,Light & modern 3 room apartment,123053347,Rita,,Skarpnäcks,59.29303636010237,18.1074906079344,Entire home/apt,,7,1,2023-07-30,0.06,1,0,0,
872114396265625007,Cozy bohemian apartment in central Stockholm,510582971,Sara,,Östermalms,59.33793202597514,18.078521598600727,Entire home/apt,2300,2,2,2024-06-02,0.24,1,30,2,
872258137952076614,Newly renovated,510607811,Robin,,Norrmalms,59.3418511,18.0311828,Entire home/apt,,3,6,2024-11-14,0.30,1,0,3,
872432288174389598,Modern Apartment close to city,502169008,Alexander,,Enskede-Årsta-Vantörs,59.285327,18.0680425,Entire home/apt,,2,2,2023-07-16,0.10,1,0,0,
872464765296423848,Radhus i Bagarmossen,33375643,Karin,,Skarpnäcks,59.274920600184196,18.143733023793104,Entire home/apt,1595,2,8,2024-07-28,0.46,1,2,4,
872928758121661081,Vackert rum på bästa läge vid Mariatorget,386779540,Blanca,,Södermalms,59.31650192636626,18.059509325109417,Private room,750,3,6,2024-08-10,0.46,1,163,4,
873204041061291568,"Sekelskifteslägenhet, mitt i SoFo med uteplats",179330624,Madeleine,,Södermalms,59.3135486,18.078075,Entire home/apt,,3,9,2024-07-30,0.46,1,1,5,
873898282747631972,Luxurious penthouse apartment,15699266,Moritz Burkhardt,,Kungsholmens,59.3344683,18.0298112,Entire home/apt,2000,5,7,2024-07-27,0.41,1,25,2,
873971467399168810,"5 sovrum, terrass, 10 minuter från Stockholm",92278079,Inga,,Farsta,59.25361219999999,18.1049849,Entire home/apt,,3,7,2024-07-25,0.39,1,0,2,
875395455380491290,Midsommarkransen apartment,66939938,Calle,,Hägersten-Liljeholmens,59.30172483888753,18.005957000524916,Entire home/apt,1329,5,19,2024-09-25,1.04,1,4,14,
875757585957969136,Täckt av havsvatten,484254007,Caroz,,Skärholmens,59.29907448849896,17.92952723801136,Entire home/apt,,3,0,,,1,365,0,
