id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
47921732,Egen villa några minuter från Södermalms puls,4364039,Maja,,Skarpnäcks,59.28381,18.10041,Entire home/apt,2750,4,8,2024-08-04,0.24,1,101,2,
47930798,Modern apartment in perfect location with balcony,1317389,Isabel,,Södermalms,59.31861,18.06084,Entire home/apt,,4,0,,,1,0,0,
47933662,Sjönära lägenhet med fina detaljer,11734738,Amanda,,Södermalms,59.30994,18.0972,Entire home/apt,,2,0,,,1,0,0,
47962962,Optimalt planerad trea nära Södermalm,170972224,Theodor,,Skarpnäcks,59.297535,18.097036,Entire home/apt,1660,4,12,2024-07-21,0.40,1,37,3,
48016210,"En HEL Stor 2:a nära naturområde, samt köping city",94233943,Eduard,,Skärholmens,59.28439,17.91626,Entire home/apt,,8,13,2024-10-01,0.37,1,0,9,
48024274,Large three room apt. Central and quiet.,3584688,Tove,,Kungsholmens,59.3309,18.03538,Entire home/apt,2000,2,27,2024-08-31,0.60,1,89,6,
48026450,Cozy one bedroom apartment in Stockholm.,7982069,Samantha,,Hägersten-Liljeholmens,59.28376,17.95616,Entire home/apt,,2,0,,,1,0,0,
48068142,Modern apartment in calm and cosy neighbourhood,167507310,Hugo,,Hägersten-Liljeholmens,59.30459,17.99899,Entire home/apt,3769,4,7,2024-06-01,0.19,1,15,2,
48074313,"Studio Bellavista, ljus lägenhet med kungsbalkong",386897788,Gionni,,Södermalms,59.3153,18.08992,Entire home/apt,,5,112,2024-07-03,2.45,1,0,13,
48099661,Hornstull,7477234,Sara,,Södermalms,59.31782,18.02606,Entire home/apt,,3,0,,,1,0,0,
48112331,Bed & Breakfast at Hotel Tre små rum,378998653,City Living,,Södermalms,59.31509510000001,18.0630044,Private room,1456,1,4,2024-10-29,0.71,10,278,4,
48114830,Mysigt boende med fin trädgård,156296795,Abdelkrim,,Rinkeby-Tensta,59.40409728446218,17.93077139154052,Entire home/apt,,1,0,,,1,269,0,
48114953,Cozy apartment in great location Södermalm,22876006,Hedvig,,Södermalms,59.31333,18.07598,Entire home/apt,1160,4,155,2024-12-17,3.33,40,308,50,
48119373,Cozy apartment Södermalm,58995420,Olle,,Södermalms,59.31931,18.03828,Entire home/apt,,7,0,,,1,0,0,
48129626,Cozy place in östermalm,377787159,Marcus,,Östermalms,59.33765,18.08553,Entire home/apt,1262,3,81,2024-11-25,1.76,3,49,25,
48176828,BEAUTIFUL TOP-FLOOR APARTMENT IN CENTRAL SÖDERMALM,333350722,Sebastian,,Södermalms,59.31879,18.07145,Entire home/apt,900,14,15,2024-10-09,0.33,5,69,6,
48206013,130 SQM Top floor apartment in Östermalm,291760458,Daniela,,Östermalms,59.33652877807617,18.081270217895508,Entire home/apt,4067,3,30,2024-12-13,0.73,5,70,27,
48241007,Nybyggd gästlägenhet,7828558,Maria,,Spånga-Tensta,59.3714312,17.9106462,Entire home/apt,,1,2,2024-08-31,0.43,1,0,2,
48241039,Villa i Spånga med en härlig uteplats,82717528,Bjarki,,Spånga-Tensta,59.37201,17.91169,Entire home/apt,2500,2,4,2023-07-31,0.09,1,49,0,
48253859,Haga Nova,33024537,Behrang,,Norrmalms,59.34803,18.0349,Entire home/apt,,20,0,,,1,0,0,
48267396,4 rum med havsutsikt,27644104,Viktor,,Östermalms,59.36017,18.09579,Entire home/apt,,10,1,2021-03-31,0.02,1,0,0,
48344793,Small house near the Stockholm Fair,2190514,Kristina,,Älvsjö,59.28426999483096,18.02431667808609,Entire home/apt,1200,3,8,2024-06-01,0.39,1,85,3,
48411079,Bright and Spacious 2 BR Apt in Top Location,51002540,Fredrik,,Östermalms,59.34651,18.09338,Entire home/apt,1532,1,158,2024-12-26,3.46,20,68,53,
48419934,Central apartment great access to city and nature,8841868,Zhenni,,Södermalms,59.31408,18.03474,Entire home/apt,,4,23,2023-10-14,0.51,1,0,0,
48455882,"Mysigt, modernt radhus nära tunnelbanan!",277712821,Lotta,,Enskede-Årsta-Vantörs,59.27339,18.04219,Entire home/apt,,5,5,2023-08-07,0.20,1,0,0,
48466190,"Trendy House with garden,  1 min from the Metro!",11015686,Johanna,,Enskede-Årsta-Vantörs,59.27249,18.05546,Entire home/apt,,3,2,2023-07-19,0.07,1,0,0,
48506344,"Charmig 2a, lägenhet i hjärtat av Vasastan.",192986980,Linda,,Norrmalms,59.33834,18.052,Entire home/apt,,30,1,2021-08-26,0.02,1,0,0,
48515944,Modern room in trendy area,37075407,Anna,,Södermalms,59.31954,18.05265,Private room,580,8,14,2024-10-05,0.32,1,16,3,
48517629,Amazing location,325885492,Old Town,,Södermalms,59.32368,18.0714,Entire home/apt,1482,1,271,2024-12-13,5.87,5,304,37,
48542937,Cosy appartement next to nature reserve,906001,Mariam,,Spånga-Tensta,59.39341,17.91684,Entire home/apt,450,30,3,2024-08-15,0.07,7,119,1,
48559230,Big apartment in Stockholm city Kungsholmen,253230288,Alexander,,Kungsholmens,59.33531,18.02634,Entire home/apt,1157,5,20,2024-11-19,0.44,2,71,10,
48576597,Small room in designer apartment w indoor parking,151083967,Seth,,Södermalms,59.30333,18.08891,Private room,650,5,13,2024-08-22,0.29,2,79,6,
48606174,Big room in designer apartment w indoor parking,151083967,Seth,,Södermalms,59.30382,18.08951,Private room,850,4,18,2024-08-25,0.44,2,66,4,
48693656,Luxury penthouse with seaview and great location,392833534,Stefan,,Södermalms,59.30644,18.09127,Entire home/apt,4286,8,1,2022-07-30,0.03,1,332,0,
48723721,"Apartment near swimming area, parks and subway.",322758929,Björn,,Kungsholmens,59.33156,18.00453,Entire home/apt,,3,16,2022-08-13,0.35,1,0,0,
48735288,Cute 1 bedroom apt at Södermalm by the water,80923766,Julia,,Södermalms,59.3127,18.10675,Private room,,1,7,2021-08-25,0.17,1,0,0,
48735819,Room in North Stockholm,172676081,Sai,,Spånga-Tensta,59.39605,17.89681,Private room,,30,5,2022-03-11,0.14,1,365,0,
48798969,Topplägenhet i Hammarby Sjöstad,12831622,Karin,,Södermalms,59.30539,18.10571,Entire home/apt,,4,0,,,1,0,0,
48799126,Stor Villa i Aspudden nära Söder / Sthlm City,393679022,Maria,,Hägersten-Liljeholmens,59.30823,18.00662,Entire home/apt,,2,35,2024-08-12,0.82,1,0,14,
48820302,All You Need For Your Stay In Old Town,140914167,Marianne,,Södermalms,59.3232,18.07322,Entire home/apt,1584,1,307,2024-12-11,6.95,2,311,92,
48843976,En hellägenhet till uthyrning i Stockholm,393994501,Nabaa,,Skärholmens,59.27381,17.89618,Entire home/apt,475,90,0,,,1,365,0,
48875168,Modern and spacious home next to Stockholm,290676814,Astrid,,Bromma,59.35491,17.90329,Entire home/apt,2200,1,14,2024-05-20,0.35,1,178,1,
49003731,"Hus i Bromma nära grönt, bad & puls",40090812,Nina,,Bromma,59.35325,17.90996,Entire home/apt,2300,3,16,2024-08-12,0.73,1,355,7,
49023679,Dragonsnest in Old Town,2417419,Annika,,Södermalms,59.3252,18.0748,Entire home/apt,,20,0,,,2,0,0,
49041892,Bright and beautiful room in Stockholm city,34064895,Amit,,Rinkeby-Tensta,59.40917,17.93936,Private room,,1,7,2023-06-02,0.15,1,0,0,
49052607,Charming villa with pool,395605560,Oskar,,Älvsjö,59.27593,17.99656,Entire home/apt,6500,3,2,2024-06-29,0.27,1,112,2,
49054722,Litet hus vid Mälaren,16227325,Marlène And Christofer,,Bromma,59.33831,17.88719,Entire home/apt,1450,2,22,2024-06-01,0.49,1,175,2,
49059640,"Riddersviks Herrgård, Svit Delux",341848554,Marcus,,Hässelby-Vällingby,59.38051,17.79738,Private room,2588,1,0,,,5,174,0,
49061809,Charming Lake View House - with Beach Access,31070911,Roger,,Bromma,59.33564,17.90028,Entire home/apt,,5,38,2024-08-29,0.92,1,0,5,
49066683,Ljus nyrenoverad 2:a i Aspudden med balkong!,94767534,Alice,,Hägersten-Liljeholmens,59.3051,18.00415,Entire home/apt,,7,7,2024-06-26,0.17,1,0,1,
49072253,Fantastic Scandinavian Home with the best Location,60382478,Elias,,Norrmalms,59.341,18.03235,Entire home/apt,2541,3,174,2024-12-15,3.89,38,0,49,
49087567,Perfekt studio i hjärtat av Vasastan,395896923,Raghda,,Östermalms,59.35322,18.05698,Entire home/apt,,3,0,,,1,0,0,
49109853,Lägenhet med uteplats i villakvarter nära city,31436466,Bengt,,Hägersten-Liljeholmens,59.29999,17.97574,Entire home/apt,,5,2,2022-07-24,0.04,2,363,0,
49172130,Cozy apartment in attractive area,27694156,Ludvig,,Hägersten-Liljeholmens,59.30504,17.99415,Entire home/apt,,13,3,2024-05-19,0.10,1,0,2,
49204181,Light and cosy flat in Stockholm,186229408,Emily,,Södermalms,59.31643,18.02976,Entire home/apt,,2,13,2024-07-18,0.80,1,0,7,
49225613,Elegant modern apartment in the ❤ of Stockholm,32857538,Tomer,,Kungsholmens,59.327,18.01359,Entire home/apt,,3,10,2024-05-20,0.24,1,0,2,
49258252,Sunny 3 bedroom in city-center,41562137,Roxana,,Östermalms,59.33362,18.08196,Entire home/apt,,6,0,,,1,0,0,
49267998,Vattennära lägenhet med 35 kvm terass,15844583,Susanna,,Södermalms,59.30284,18.09865,Entire home/apt,,7,0,,,1,0,0,
49272103,"3 bed, newly renovated flat in central Stockholm",261611265,Åsa,,Norrmalms,59.34523,18.0588,Entire home/apt,,5,1,2021-05-31,0.02,1,0,0,
49274348,Julmysig villa med brasa!,5885017,Arvid,,Spånga-Tensta,59.37344170742305,17.919526900586632,Entire home/apt,3643,2,5,2024-10-06,0.67,1,259,5,
49318971,Lilla Boutique radhuset Casa Huggins!,123379773,Emmy,,Enskede-Årsta-Vantörs,59.26468,18.0292,Entire home/apt,,2,3,2022-07-29,0.10,1,0,0,
49319629,"Stor 3a nära naturen, 15min från city",43469256,Frida,,Farsta,59.23195,18.09898,Entire home/apt,,2,15,2024-07-20,0.36,1,0,2,
49327982,Spacious family friendly house close to the city,42506681,Johanna,,Bromma,59.32496,17.94692,Entire home/apt,3000,7,6,2024-08-02,0.20,1,186,1,
49328418,Charmy apartment in hip area,40731775,Annie,,Skarpnäcks,59.29701,18.09004,Entire home/apt,1200,1,19,2024-08-27,0.60,1,342,1,
49354974,Toppmodern lägenhet på fina Östermalm,398112492,Joel,,Östermalms,59.3426987700465,18.083754208339673,Entire home/apt,,399,0,,,1,173,0,
49364943,Charming house with large garden close to city,84677478,Johan,,Älvsjö,59.28139,17.97957,Entire home/apt,,6,3,2023-08-12,0.07,1,0,0,
49414253,"Cosy and spacious room in Fruängen, Stockholm.",14876731,Giovanni,,Hägersten-Liljeholmens,59.28577,17.95768,Private room,,1,1,2021-05-08,0.02,1,0,0,
49433003,Top modern apartment w. balcony in the centre!,19888679,Ebba,,Östermalms,59.34233695713129,18.078035837081536,Entire home/apt,,4,17,2024-03-29,0.38,1,0,1,
49474240,"Lugn design lägenhet, i heta Sofo, Södermalm",3153279,David,,Södermalms,59.312725,18.091557,Entire home/apt,5786,2,53,2024-10-20,1.23,1,342,15,
49478280,"Nytorget, the hart of Södermalm - with a balcony",13988488,Lena,,Södermalms,59.31161,18.08178,Entire home/apt,2500,1,0,,,1,365,0,
49480513,Modern apartment 5 min from city central,24340741,Momo,,Norrmalms,59.34635,18.05063,Entire home/apt,,3,0,,,1,0,0,
49505868,Old town gem on quiet street,13345283,Patrik & Elin,,Södermalms,59.32615,18.0739,Entire home/apt,,2,235,2024-12-21,5.29,1,3,69,
49543321,Modern 2a i Älvsjö med gratis parkering,399663907,Christian,,Enskede-Årsta-Vantörs,59.2918,18.03269,Entire home/apt,,5,29,2024-09-20,0.70,1,0,13,
49554701,Spacious studio apartment in Vasastan,291760458,Daniela,,Norrmalms,59.33711624145508,18.053831100463867,Entire home/apt,1182,3,99,2024-12-12,2.32,5,294,44,
49588850,Central och nyrenoverad lägenhet med balkong,7234946,Ingrid Elisabeth Andolf,,Kungsholmens,59.33209,18.03749,Entire home/apt,2400,2,4,2024-07-28,0.23,1,88,3,
49603966,Modern apartment in city centre,83046224,Hampus,,Norrmalms,59.33883,18.06302,Entire home/apt,1600,2,44,2024-10-13,1.18,1,133,2,
49651917,Clean room 15 min to center,75548583,Noria,,Enskede-Årsta-Vantörs,59.29074,18.03035,Private room,600,3,11,2023-08-25,0.26,1,0,0,
49674177,Apartment in Hammarby Sjöstad,62884716,Pernilla,,Södermalms,59.30635,18.10867,Entire home/apt,1000,1,2,2024-08-26,0.11,10,304,1,
49687725,Cosy home in the south area by the Globen arena.,150458374,Jennie,,Enskede-Årsta-Vantörs,59.29441,18.08616,Entire home/apt,,3,4,2023-05-01,0.11,1,0,0,
49700571,Superfin lägenhet på Östermalm,375156599,Tim,,Östermalms,59.34121,18.08903,Entire home/apt,,6,0,,,1,0,0,
49742590,Penthouse studio in the city centre,291760458,Daniela,,Norrmalms,59.33723831176758,18.053712844848633,Entire home/apt,1275,4,59,2024-12-17,1.45,5,328,34,
49744992,Convenient Studio Apartment in trendy SoFo,1027549,William,,Södermalms,59.31234031015162,18.078205690131767,Entire home/apt,,1,148,2024-12-22,3.49,18,361,52,
49782418,Gold Bridge,401498232,Salah,,Södermalms,59.32185,18.07555,Private room,850,1,26,2023-09-08,0.62,1,31,0,
49786683,Mariaberget - One bedroom apartment,91964685,Sanna,,Södermalms,59.31899,18.06189,Entire home/apt,,2,2,2021-08-09,0.05,1,0,0,
49791643,Beautiful house only 20 min from the city center,27786168,Petra,,Bromma,59.32353,17.95258,Entire home/apt,2700,4,21,2024-09-15,0.51,1,87,10,
49832132,Mysigt boende perfekt för barnfamiljen!,75936777,Robert,,Enskede-Årsta-Vantörs,59.28617,18.03868,Entire home/apt,,7,0,,,1,0,0,
49843211,Spacious apartment with lovely balcony,8941577,Lovisa,,Södermalms,59.31261,18.06576,Entire home/apt,,3,49,2024-09-17,1.17,1,0,14,
49870954,VYN - Penthouse Suite,361529221,Martin,,Norrmalms,59.33688,18.06574,Entire home/apt,5421,3,134,2024-12-15,3.15,3,315,43,
49899724,"Spacious terrace house by the lake, close to city.",43113954,Susanne,,Farsta,59.25079,18.111362,Entire home/apt,,4,8,2023-08-12,0.19,1,0,0,
49923098,Mysig boende i  Gullmarsplan nära Södermalm,35098160,Shabnam,,Enskede-Årsta-Vantörs,59.29776,18.07761,Entire home/apt,,4,0,,,1,0,0,
49957876,Modern apartment - heart of Södermalm!,5712809,Rasmus,,Södermalms,59.319328,18.05843,Entire home/apt,,13,5,2023-12-11,0.12,1,0,0,
49985136,Furnished 58 m2 restaurant in the heart of city !,64073753,Arun,,Norrmalms,59.337292882949114,18.036217173420486,Entire home/apt,1500,1,1,2022-10-02,0.04,1,89,0,
50042279,Välkommen till rum i villa.,4557965,Josefina,,Skarpnäcks,59.27803,18.10986,Private room,,2,6,2021-08-26,0.14,1,179,0,
50080858,Big Penthouse in Kista,9462162,Michael,,Rinkeby-Tensta,59.41331,17.9264,Entire home/apt,1800,7,0,,,1,332,0,
50101939,"Villa i idylliska Mälarhöjden, nära stad och bad",119813559,Mattias,,Hägersten-Liljeholmens,59.29714,17.96692,Entire home/apt,,6,3,2024-07-28,0.52,1,0,3,
50113875,Penthouse with large terrace,24415973,Hala,,Norrmalms,59.34402,18.06179,Entire home/apt,,14,0,,,1,0,0,
50115383,"Mysigt radhus, perfekt för barnfamiljen!",30915410,Louise,,Hässelby-Vällingby,59.39233,17.80836,Entire home/apt,,5,2,2021-08-09,0.05,1,0,0,
50163144,Elegant 3 room apt in the very center of Stockholm,123171910,Johanna,,Norrmalms,59.33772,18.06619,Entire home/apt,2900,21,7,2023-12-27,0.17,1,16,0,
50164720,Big Lux Apt in the heart of Stockholm City,404851096,Robert,,Norrmalms,59.335672492466,18.059574161830987,Entire home/apt,2495,2,41,2024-09-05,1.00,1,104,6,
50166699,Beautiful apartment at prime location,124369508,Mattias,,Södermalms,59.31736,18.071922,Entire home/apt,,6,0,,,1,0,0,
50169384,Top floor with two big balconys,404890831,Albert,,Östermalms,59.33864,18.0845,Entire home/apt,,3,6,2023-08-30,0.33,1,0,0,
50171273,An amazing house in bromma,60614830,Jens,,Bromma,59.34051656047779,17.902832972925232,Entire home/apt,3000,2,2,2024-05-20,0.10,1,365,1,
50172503,Deluxe apartment in Hammarby Sjöstad Stockholm,49814357,Ghazwan,,Södermalms,59.30108,18.09299,Entire home/apt,,7,1,2022-05-17,0.03,1,0,0,
50186203,Central accommodation just by the lake,265847688,Börje,,Kungsholmens,59.31694,17.98788,Entire home/apt,3000,2,41,2024-09-01,1.10,2,308,13,
50205641,Härlig 1a på Kungsholmen under sommaren,289175967,Viktor,,Kungsholmens,59.32781,18.03603,Entire home/apt,,5,1,2021-07-03,0.02,1,0,0,
50238476,Lovely 2-bedroom apt. close to the city center,71166509,Rickard,,Enskede-Årsta-Vantörs,59.29508,18.07988,Entire home/apt,,1,7,2024-05-20,0.17,1,0,1,
50239939,Newly renovated cozy apartment next to the station,167255054,Kentaro,,Enskede-Årsta-Vantörs,59.26169,18.04187,Entire home/apt,,30,15,2024-07-24,0.35,1,0,1,
50240132,"Stor 3:a m balkong nära strandbad,t-bana & butiker",405588009,Paula,,Södermalms,59.31471,18.04224,Entire home/apt,700,28,3,2022-07-29,0.07,1,334,0,
50251139,Central & calm city apartment,9810501,Ivana,,Södermalms,59.31104,18.08415,Entire home/apt,,5,9,2024-08-13,0.30,1,0,3,
50256563,Fräsch lägenhet i naturnära Hägersten,136885038,Malin/Björn,,Hägersten-Liljeholmens,59.29136,17.98789,Entire home/apt,,1,0,,,1,0,0,
50261569,Large beautiful family apartment in centre of SoFo,103726478,Olle,,Södermalms,59.3153,18.08486,Entire home/apt,,3,4,2024-08-11,0.09,1,0,2,
50262576,House in Stockholm,385873846,Olle,,Enskede-Årsta-Vantörs,59.28945,18.06229,Entire home/apt,,4,5,2024-12-26,0.12,1,1,4,
50295558,"Beautiful apartment, central part Stockholm city!",334767757,Måns,,Norrmalms,59.34852,18.05908,Entire home/apt,,2,6,2021-07-28,0.14,1,0,0,
50327030,Lovely room at Karlaplan,25745835,Shama,,Östermalms,59.34043,18.09678,Private room,778,2,17,2024-11-03,0.60,1,162,11,
50334541,Central located apartment in Stockholm,190223581,Clara,,Södermalms,59.31611,18.05963,Entire home/apt,,10,6,2024-10-07,0.20,1,40,3,
50361572,Cozy city apartment in heart of Södermalm,378998653,City Living,,Södermalms,59.31498,18.06411,Entire home/apt,2343,1,139,2024-12-25,3.30,10,250,40,
50362614,"Beautiful central 2,5 room apt",6592625,Sanna,,Östermalms,59.34187,18.07524,Entire home/apt,,3,4,2021-07-25,0.09,2,0,0,
50372506,Cosiest apartment in stockholm,6161370,Patrick,,Östermalms,59.3493,18.06292,Entire home/apt,1491,7,8,2024-08-31,0.19,1,89,1,
50386668,Roof top apartment with terrace,59122226,Tove,,Norrmalms,59.34944,18.04945,Entire home/apt,,5,2,2021-07-13,0.05,1,0,0,
50387848,cozy apartment ground floor centre Södermalm.,407045180,Jean /Cecilia,,Södermalms,59.30914,18.06844,Entire home/apt,966,2,68,2024-10-11,1.61,1,4,15,
50411361,Cozy and peaceful apartment close to Slussen,38110514,Linnea,,Södermalms,59.31833,18.07343,Entire home/apt,,3,19,2024-10-08,0.45,1,0,3,
50464554,"Walkingdistance to pool, cultur, natur and City",6496244,Annelie,,Östermalms,59.33688,18.09998,Entire home/apt,,3,8,2024-08-09,0.27,1,0,1,
50496849,A Beautiful one bedroom apartment,45509095,Astewaye,,Enskede-Årsta-Vantörs,59.27132,18.03728,Entire home/apt,860,2,26,2024-11-18,0.65,1,171,16,
50513274,"70 sqm central, NEW!",16089720,Andreas,,Norrmalms,59.34683,18.03357,Entire home/apt,,7,1,2023-12-11,0.08,1,0,0,
50522423,Familjevänlig villa med stor tomt nära City,365107413,Anna,,Enskede-Årsta-Vantörs,59.2844483,18.0771142,Entire home/apt,2850,2,181,2024-12-24,4.27,1,250,52,
50545880,3-room apartment with sea view in Liljeholmskajen,31157157,Isa,,Hägersten-Liljeholmens,59.3059,18.03228,Entire home/apt,,5,3,2022-08-05,0.07,1,0,0,
50548084,Luftigt rum i närheten av Stockholms innerstad.,408374199,Jonah,,Farsta,59.23595,18.09489,Private room,,2,23,2024-09-29,0.56,1,0,6,
50553514,"Fin central lägenhet i Hägersten, 5 min till city",408463379,Jonas,,Hägersten-Liljeholmens,59.29584,17.99741,Entire home/apt,850,5,0,,,1,88,0,
50583402,Cozy big apartment very central,42287885,Emil,,Norrmalms,59.34154,18.03581,Entire home/apt,2400,1,1,2021-07-11,0.02,1,267,0,
50595999,Sparkling modern house in Kista - close to city,408793531,Bhavesh,,Rinkeby-Tensta,59.41357,17.90258,Entire home/apt,3886,3,23,2024-06-28,0.56,1,360,1,
50646479,Close by south side City area is this jem Aspudden,14901492,Katrin,,Hägersten-Liljeholmens,59.30754,17.99852,Entire home/apt,,1,0,,,2,0,0,
50700551,Perfekt living at attractive address in Stockholm,353962649,Pia,,Södermalms,59.30835,18.07858,Entire home/apt,,6,10,2024-08-07,0.24,1,0,2,
50716900,"Artistic & light 2 room apartment in SoFo, 65sqm",240767680,Julius Apartment,,Södermalms,59.3137856,18.0812255,Entire home/apt,1400,1,129,2024-12-20,3.18,6,162,30,
50721748,Ljus & fräsch etagelägenhet med kvällssol ☀️,61081434,Niki,,Farsta,59.25463,18.08337,Entire home/apt,,92,0,,,1,0,0,
50729853,Mysig och nyrenoverad lägenhet - närhet till allt!,49712743,Jonatan,,Södermalms,59.30902,18.06221,Entire home/apt,,5,2,2021-08-16,0.05,3,0,0,
50749064,Trevlig villa med bubbelpool.,409399903,Kari,,Skarpnäcks,59.28099,18.11931,Entire home/apt,,1,1,2024-07-27,0.19,1,0,1,
50761444,Great apartment in city centre - live like a local,16821878,Axel,,Östermalms,59.34558,18.06301,Entire home/apt,,2,8,2022-11-04,0.19,1,0,0,
50768879,Grön oas på Nedre Kungsholmen,410287874,Daniela,,Kungsholmens,59.32987,18.03661,Entire home/apt,1864,2,30,2024-08-30,0.74,1,360,10,
50770651,Best location in Sthlm. near water and city-life.,78562528,Olga,,Kungsholmens,59.33503,18.02761,Entire home/apt,,3,1,2021-07-14,0.02,1,0,0,
50771035,Unik lägenhet med närhet till vattnet och stan!,22800441,Frida,,Hägersten-Liljeholmens,59.30044,17.98362,Entire home/apt,,7,11,2024-07-02,0.28,1,0,2,
50795018,"1-Bed room, apartment sharing!",124388740,Clarence,,Bromma,59.34347,17.96297,Private room,,1,18,2022-07-27,0.42,1,0,0,
50801396,Design apartment in best part of Södermalm!,2706687,Nico,,Södermalms,59.31352,18.08945,Entire home/apt,1500,4,7,2024-08-14,0.17,1,357,4,
50806147,Nice apartment with sunny balcony near town,349856395,Pernilla,,Östermalms,59.34712,18.09729,Entire home/apt,,14,2,2024-08-15,0.07,1,0,1,
50839781,Spacious apartment In Stockholm,22876006,Hedvig,,Södermalms,59.31975,18.06854,Entire home/apt,1725,4,173,2024-12-23,4.14,40,330,48,
50839789,Bright apartment 2 min from Old town,22876006,Hedvig,,Södermalms,59.31927,18.07004,Entire home/apt,1489,4,154,2024-12-19,3.66,40,298,24,
50839798,Exclusive One bedroom apartment in Stockholm,22876006,Hedvig,,Södermalms,59.31906,18.07033,Entire home/apt,1489,4,137,2024-12-26,3.33,40,358,32,
50839801,Fully equipped Apartment on Top floor,22876006,Hedvig,,Södermalms,59.31966,18.06837,Entire home/apt,1881,4,175,2024-12-12,4.23,40,339,37,
50844458,“Villa” with private garden - 9 min from downtown,7925148,Joel,,Hägersten-Liljeholmens,59.30313,17.95474,Entire home/apt,803,10,7,2023-08-03,0.25,1,28,0,
50862446,Fancy one bedroom apartment / studio in Södermalm,56683919,Ranin,,Södermalms,59.31526,18.0546,Entire home/apt,,15,0,,,1,0,0,
50871663,Etage lägenhet,45580844,Camilla,,Kungsholmens,59.33190307783944,18.03918791504606,Entire home/apt,2800,5,23,2024-11-03,0.79,1,109,13,
50882417,Perfekta läget i city! Högst upp i gårdshuset!,59558385,Linda,,Norrmalms,59.33855,18.05258,Entire home/apt,1871,6,37,2024-12-13,1.00,1,127,15,
50892929,Stor och modern lägenhet med AC precis vid vattnet,58671372,Mariana,,Kungsholmens,59.33984,18.01102,Entire home/apt,,4,8,2024-08-07,0.20,1,0,3,
50901888,Lovely 1-bedroom & balcony Södermalm/Mariatorget,2009645,Anna,,Södermalms,59.31827,18.05931,Entire home/apt,1324,4,9,2024-08-31,0.22,1,15,5,
50964868,Cozy studio by Slussen,22876006,Hedvig,,Södermalms,59.31943,18.06892,Entire home/apt,1424,3,139,2024-12-15,3.30,40,304,45,
50964875,Comfortable Studio In the heart of Stockholm,22876006,Hedvig,,Södermalms,59.31963,18.07065,Entire home/apt,1262,3,215,2024-12-17,5.14,40,283,61,
50964879,Beautiful two bedroom Apartment,22876006,Hedvig,,Södermalms,59.3201904296875,18.069486618041992,Entire home/apt,2904,3,179,2024-12-14,4.26,40,282,29,
50964893,Lovely studio in the heart of Stockholm,22876006,Hedvig,,Södermalms,59.32104,18.06993,Entire home/apt,1107,3,100,2024-12-18,2.38,40,323,29,
50964914,Lovely apartment in Central Stockholm,22876006,Hedvig,,Södermalms,59.31955,18.06858,Entire home/apt,1605,3,148,2024-12-16,3.54,40,284,24,
50964924,Beautiful spacious apartment,22876006,Hedvig,,Södermalms,59.3201904296875,18.069486618041992,Entire home/apt,1639,4,167,2024-08-06,3.98,40,322,27,
50964932,Beautiful apartment in Stockholm City,22876006,Hedvig,,Södermalms,59.32071,18.06874,Entire home/apt,1764,4,112,2024-08-07,2.73,40,284,15,
50965045,High-end apartment In central Stockholm,22876006,Hedvig,,Södermalms,59.32125,18.0697,Entire home/apt,1362,3,195,2024-12-18,4.68,40,304,39,
50965060,Beautiful Family apartment in Stockholm City,22876006,Hedvig,,Södermalms,59.32044,18.07039,Entire home/apt,3002,3,189,2024-12-20,4.60,40,319,49,
50965071,Well-planned renovated studio In central Stockholm,22876006,Hedvig,,Södermalms,59.32072,18.06857,Entire home/apt,1073,4,93,2024-12-23,2.66,40,315,29,
50965076,Charming apartment in Central Stockholm,22876006,Hedvig,,Södermalms,59.31963,18.07061,Entire home/apt,1568,4,161,2024-12-23,4.08,40,349,27,
50965081,Spacious studio In Central Stockholm,22876006,Hedvig,,Södermalms,59.32092,18.0683,Entire home/apt,1685,4,189,2024-12-28,4.52,40,355,54,
50965091,Charming Studio in the heart of Stockholm,22876006,Hedvig,,Södermalms,59.31973,18.06857,Entire home/apt,,4,142,2024-08-16,3.46,40,318,34,
50965093,Bright apartment In Stockholm City,22876006,Hedvig,,Södermalms,59.31911,18.07041,Entire home/apt,1615,4,132,2024-12-13,3.22,40,309,38,
50965316,Spacious apartment In the heart of Stockholm city,22876006,Hedvig,,Södermalms,59.31916,18.06886,Entire home/apt,3018,3,213,2024-12-23,5.09,40,306,53,
50965339,Unique apartment In Central Stockholm,22876006,Hedvig,,Södermalms,59.3201904296875,18.069486618041992,Entire home/apt,1787,4,152,2024-12-11,3.70,40,347,26,
50965343,Lovely apartment with free wifi,22876006,Hedvig,,Södermalms,59.31929,18.06853,Entire home/apt,1503,3,105,2024-12-22,2.58,40,361,23,
50965386,Bright Apartment on top floor,22876006,Hedvig,,Södermalms,59.31939,18.06887,Entire home/apt,1725,4,145,2024-11-10,3.52,40,274,24,
50965392,Spacious apartment on Top floor,22876006,Hedvig,,Södermalms,59.31958,18.0706,Entire home/apt,1564,3,141,2024-12-23,3.38,40,351,22,
50965413,The Exclusive Suite,22876006,Hedvig,,Södermalms,59.3201904296875,18.069486618041992,Entire home/apt,4867,3,171,2024-12-11,4.09,40,294,39,
